Client_ID,Estimated_Income,Bank_Loans,Business_Lending,Credit_Card_Balance,Saving_Accounts,Checking_Accounts,Foreign_Currency_Account,Joined_Bank,Engagement Days,Income Band,Total_Loan,Processing_Fee,Nationality,Gender
IND78028,49832.16,990724.84,1476173.46,359.64,74588,164187.43,36011.39,10/24/2001,4/17/1924,Low,2467257.94,74017.7382,American,Female
IND22081,165872.64,691428.71,268739.74,3542.77,24374.05,119607.39,18921.66,8/22/1999,6/20/1926,Mid,963711.22,28911.3366,American,Female
IND93388,341885.14,558696.4,981599.23,37.52,0,0,44027.02,6/22/1995,8/20/1930,High,1540333.15,46209.9945,African,Female
IND54286,193797.01,600015.87,1016679.99,3535.23,367252.44,273024.12,46175.96,2/26/2004,12/14/1921,Mid,1620231.09,48606.9327,American,Male
IND78943,148799.02,544752.5,308402.53,4858.03,303042.24,173584.64,8955.42,3/10/2015,12/2/1910,Mid,858013.06,25740.3918,European,Male
IND36951,114409.21,462978.43,516020.9,3134.38,88288.1,530121.28,31519.66,8/21/2012,6/20/1913,Mid,982133.71,29464.0113,American,Male
IND17798,72575.32,1158128.52,1957601.96,4577.99,445004.83,505083.14,52100.8,4/7/1995,11/4/1930,Low,3120308.47,93609.2541,European,Male
IND46044,272042.88,356842.37,446663.81,7225.63,137194.05,615715.55,8238.24,7/27/2004,7/15/1921,Mid,810731.81,24321.9543,African,Female
IND43480,135222.08,381935.7,106810.9,1909.09,98664.94,76244.83,9712.72,1/22/2020,1/18/1906,Mid,490655.69,14719.6707,European,Female
IND83407,22559.39,102559.79,310120.29,674.16,13107.03,13315.56,127.86,10/28/2005,4/13/1920,Low,413354.24,12400.6272,Australian,Male
IND80089,57690.28,535299.65,48790.25,2726.88,216447.02,208594.07,6204.12,6/16/2014,8/26/1911,Low,586816.78,17604.5034,Asian,Male
IND63136,116126.72,600072.47,1613853.02,8457.28,773983.6,277413.48,82779.63,3/26/2012,11/15/1913,Mid,2222382.77,66671.4831,Asian,Male
IND14347,316420.53,795494.67,2221786.2,5680.11,259385.06,1307823.84,61022.89,11/3/2000,4/7/1925,High,3022960.98,90688.8294,Asian,Male
IND38794,311940.65,100888.07,1036447.99,5818.64,392687.43,348697.86,32072.82,5/6/2012,10/5/1913,High,1143154.7,34294.641,American,Male
IND19657,22765.74,148122.81,58708.19,1906.74,6018.66,56424.89,17099.87,2/25/2003,12/15/1922,Low,208737.74,6262.1322,Australian,Male
IND62031,306850.53,581449.04,887980.66,3782.7,360750.75,143471.35,31778.37,11/20/2000,3/21/1925,High,1473212.4,44196.372,Asian,Female
IND62007,394170.23,214497.92,1330851.97,4863.04,174471.51,713418.71,47955.26,7/4/2013,8/7/1912,High,1550212.93,46506.3879,Australian,Female
IND47000,103072.97,0,209229.32,9579.6,785451.43,881686.58,40450.54,12/19/2017,2/21/1908,Mid,218808.92,6564.2676,Asian,Female
IND88064,330956.05,1056358.46,1776771.34,7556.47,201372.63,121684.27,71604.88,12/2/2020,3/9/1905,High,2840686.27,85220.5881,American,Male
IND36864,110037.72,309762.39,388277.29,861.46,10945.77,10713.22,5858.7,11/9/2009,4/1/1916,Mid,698901.14,20967.0342,European,Female
IND56480,54647.58,594957.31,308037.5,3495.94,62995.53,32161.75,394.37,8/15/2004,6/26/1921,Low,906490.75,27194.7225,American,Male
IND66163,108060.76,278286.84,242108.08,3554.78,376207.83,361738.3,29105.74,5/19/2021,9/22/1904,Mid,523949.7,15718.491,American,Female
IND44689,99704.06,101434.64,414535.64,1244.03,130316.76,264712.7,11710.94,11/23/2017,3/18/1908,Low,517214.31,15516.4293,Asian,Male
IND59059,130334.13,1180442.49,1957791.14,6426.25,103131.05,129218.58,2006.78,2/8/2006,1/1/1920,Mid,3144659.88,94339.7964,European,Male
IND73185,250596.15,1172036,2541004.26,6992.56,737187.04,567861.16,49784.36,11/3/1999,4/8/1926,Mid,3720032.82,111600.9846,European,Male
IND50404,75223.75,74172.93,234495.16,1583.01,86609.15,134426.62,16659.33,1/1/2012,2/8/1914,Low,310251.1,9307.533,Australian,Female
IND98223,90964.09,714235.24,629995.51,1017.59,222837.62,63140.56,16236.36,5/19/2007,9/23/1918,Low,1345248.34,40357.4502,Asian,Female
IND76462,171662,0,1652554.76,6200.05,217130.9,827165.32,16462.28,2/13/1999,12/27/1926,Mid,1658754.81,49762.6443,American,Male
IND33553,333378.6,649485.67,2394431.68,1480.18,368647.67,221432.94,27563.92,8/1/2006,7/11/1919,High,3045397.53,91361.9259,European,Male
IND65980,115985.63,899843.36,1037102.21,1362.34,347012.23,284012.98,35625.41,12/8/2013,3/3/1912,Mid,1938307.91,58149.2373,American,Male
IND33495,111407.99,1975645.9,871342.62,9831.37,136672.19,492075.31,56058.91,8/2/1996,7/9/1929,Mid,2856819.89,85704.5967,American,Male
IND84144,107002.31,803550,562892.18,577.36,414009.46,490002.89,4016.3,8/14/2020,6/27/1905,Mid,1367019.54,41010.5862,Asian,Male
IND67150,50390.73,35997.02,699774.82,2304.05,30733.46,90177.47,9499.09,3/20/2004,11/21/1921,Low,738075.89,22142.2767,European,Female
IND79483,165847.33,827978.15,545432.68,3632.58,55228.14,53224.4,49267.4,2/16/2012,12/24/1913,Mid,1377043.41,41311.3023,European,Male
IND21788,89620.22,152540.99,531044.2,953.02,11676.86,37388.96,5317.59,3/31/2008,11/10/1917,Low,684538.21,20536.1463,Australian,Male
IND54719,175520.13,810378.27,620997.43,1084.46,62526.73,75673.07,42833.01,6/16/2006,8/26/1919,Mid,1432460.16,42973.8048,European,Female
IND21106,397164.13,599879.42,1182052.19,3240.93,23659.27,67722.74,52333.49,9/26/1995,5/16/1930,High,1785172.54,53555.1762,European,Male
IND30260,332174.23,1592331.86,1447732.93,827.68,302826.92,1036975.54,79602.17,4/21/1999,10/21/1926,High,3040892.47,91226.7741,European,Male
IND53757,142960.39,1027688.99,2326877.36,9852.56,278424.5,1310232.92,43906.79,5/14/2004,9/27/1921,Mid,3364418.91,100932.5673,Asian,Male
IND65418,166230.05,739341.72,343739.39,2589.08,281832.01,393253.97,35361.69,5/1/2015,10/11/1910,Mid,1085670.19,32570.1057,European,Male
IND40870,189718,580546.86,757732.99,61.05,63260.28,31618.43,29537.03,8/5/2011,7/7/1914,Mid,1338340.9,40150.227,European,Female
IND99607,191510.45,2439164.14,581962.58,1871.05,166567.44,208422.84,12256.86,2/18/1995,12/22/1930,Mid,3022997.77,90689.9331,American,Male
IND93836,134185.02,57612.72,787466.53,1694.84,269335.38,110548.11,28852.55,10/26/2002,4/16/1923,Mid,846774.09,25403.2227,European,Female
IND97223,39760.11,96549.35,472700.95,1397.35,90510.44,97543.87,13203.69,4/29/2014,10/13/1911,Low,570647.65,17119.4295,Australian,Female
IND35919,362722.41,121348.68,563251.69,3217.61,324275.32,308833.64,22050.5,1/24/2011,1/16/1915,High,687817.98,20634.5394,Asian,Male
IND39837,172704.57,756101.39,569131.24,3641.62,127340.94,251022.91,10711.67,3/8/2014,12/4/1911,Mid,1328874.25,39866.2275,American,Female
IND81606,238997.45,648279.98,1457145.31,2143.08,102197.79,158193.14,52376.71,6/7/2009,9/3/1916,Mid,2107568.37,63227.0511,European,Female
IND30766,338901.78,854999.97,1984082.95,3026.42,248861.6,188574.8,63982.48,4/26/2001,10/15/1924,High,2842109.34,85263.2802,American,Female
IND41873,323798.43,878558.8,1967172.98,8684.77,179681.04,281239.89,43245.63,1/25/2009,1/14/1917,High,2854416.55,85632.4965,European,Female
IND99374,362819.63,262172.81,194218.18,6733.67,242841.01,79350.86,17233.13,5/26/2013,9/15/1912,High,463124.66,13893.7398,European,Male
IND42481,35039.16,392063.7,38973.23,1637.67,52649.08,231921.02,15254.49,8/9/2011,7/3/1914,Low,432674.6,12980.238,African,Female
IND13907,240590.16,765479.58,695693.87,7773.61,306437.95,705355.89,46234.54,3/7/2002,12/5/1923,Mid,1468947.06,44068.4118,European,Male
IND79745,327183.15,207129.71,371355.3,1772.76,113272.97,150928.31,34785.68,7/11/2018,8/1/1907,High,580257.77,17407.7331,American,Male
IND45732,36185.31,421132.64,553354.2,3145.28,162415.27,312337.05,7959.74,5/24/2010,9/18/1915,Low,977632.12,29328.9636,European,Female
IND45344,37203.8,140619.78,235067,1088.94,194889.72,159745.67,4302.41,1/12/2006,1/28/1920,Low,376775.72,11303.2716,European,Female
IND64096,431647.32,525948.5,1251373.92,2435.37,177980.46,712282.48,32440.46,11/2/2014,4/9/1911,High,1779757.79,53392.7337,American,Male
IND37064,140668.5,1418316.9,2930670.44,5102.79,44365.21,284659.43,64181.04,7/14/1999,7/29/1926,Mid,4354090.13,130622.7039,European,Male
IND46886,96397.46,923505.79,1132848.24,199.5,164193.53,781873.97,41532.94,3/31/2017,11/10/1908,Low,2056553.53,61696.6059,European,Female
IND94600,368494.66,1085410.51,312762.77,1355.77,479563.75,204171.9,81168.68,1/2/2006,2/7/1920,High,1399529.05,41985.8715,Asian,Male
IND42408,47809.82,209798.16,942685.39,4594.66,12050,37488.9,18826.37,10/28/2014,4/14/1911,Low,1157078.21,34712.3463,Australian,Female
IND95576,58084.44,790154.88,823773.89,2097.6,64909.65,118423.21,3805.71,9/15/2006,5/27/1919,Low,1616026.37,48480.7911,European,Male
IND87787,73964.21,497932.16,644761.85,1411.2,171841.04,348662.98,13695.89,6/29/2008,8/12/1917,Low,1144105.21,34323.1563,European,Female
IND44084,84194.51,716632.84,230655.04,4650.8,70620.08,61142.93,18647.86,10/19/2000,4/22/1925,Low,951938.68,28558.1604,European,Male
IND86710,126935.44,748437.11,1611585.36,4711.96,91734.57,197010.12,64011.17,12/30/2020,2/9/1905,Mid,2364734.43,70942.0329,European,Female
IND43909,59176.32,469942.2,1054314.14,765.65,275910.21,160986.57,464.26,5/10/2015,10/2/1910,Low,1525021.99,45750.6597,European,Female
IND20927,234162.04,1830929.44,797065.83,113.73,42785.35,127808.31,97909.41,3/29/2005,11/12/1920,Mid,2628109,78843.27,Australian,Female
IND57563,48726.82,1051387.58,830390.27,2270.17,13198.5,49647.52,60574.32,12/21/2003,2/19/1922,Low,1884048.02,56521.4406,Asian,Male
IND17254,184887.92,45371.55,963766.52,3565.52,23835.64,42409.09,7693.53,1/29/2012,1/11/1914,Mid,1012703.59,30381.1077,African,Male
IND98826,506206.08,88223.23,880634.97,4051.4,168442.58,769764.5,26101.71,7/1/2000,8/10/1925,High,972909.6,29187.288,Asian,Female
IND76028,128370.28,497493.96,752190.11,951.55,32955.19,99388.68,27171.53,2/23/2002,12/17/1923,Mid,1250635.62,37519.0686,European,Male
IND41655,26495.68,330129.7,105277.07,1615.61,37144.04,186309.81,9326.42,2/2/1999,1/7/1927,Low,437022.38,13110.6714,Asian,Male
IND75932,149882.95,911976,1445094.56,6951.36,110907.67,165210.45,45171.36,1/23/2020,1/17/1906,Mid,2364021.92,70920.6576,Asian,Female
IND86705,204369.83,369376.99,240701.26,2356.2,65219.91,228841.77,6847.57,5/15/1995,9/27/1930,Mid,612434.45,18373.0335,Asian,Female
IND79787,64432.38,171612.11,104073.95,2766.38,55476.95,171969.61,15081.93,7/20/2010,7/23/1915,Low,278452.44,8353.5732,European,Male
IND62595,30051.28,263904.77,135815.68,4143.62,0,0,20172.29,9/3/2001,6/7/1924,Low,403864.07,12115.9221,European,Male
IND25773,305273.4,103714.83,544350.42,4821.43,141072.28,429494.07,31960.64,2/3/2019,1/6/1907,High,652886.68,19586.6004,Australian,Male
IND46155,45019.57,219767.08,368424.32,747.88,133004.59,86731.03,9854.08,10/5/2021,5/6/1904,Low,588939.28,17668.1784,Asian,Female
IND96756,56333.22,187735.73,372255.58,2869.57,133994.81,409817.65,10412,2/9/1999,12/31/1926,Low,562860.88,16885.8264,European,Male
IND85245,200168.25,646340.85,1022453.1,757.78,248252.7,316143.09,10135.4,8/18/2018,6/24/1907,Mid,1669551.73,50086.5519,European,Male
IND21386,111158.78,223158.09,259288.73,723.38,43028.21,118071.11,11507.31,10/31/1999,4/11/1926,Mid,483170.2,14495.106,American,Female
IND65402,44187.81,288622.83,896182.27,1661.71,360051.33,204077.68,7949.04,3/16/2017,11/25/1908,Low,1186466.81,35594.0043,European,Female
IND42622,180987.11,510409.06,226123.55,775.51,147315.01,376268.99,18190.59,4/7/2005,11/3/1920,Mid,737308.12,22119.2436,American,Female
IND83775,214416,1622899.73,2564187.55,1174.91,169383.11,695165.93,61706.46,7/1/2014,8/11/1911,Mid,4188262.19,125647.8657,American,Male
IND14543,268503.7,249597.43,413902.99,1048.59,98728.01,193584.33,7123,5/16/2003,9/26/1922,Mid,664549.01,19936.4703,European,Female
IND54095,53747.14,801019.54,585488.93,6098.92,575839.46,344935.55,9885.76,8/27/2012,6/14/1913,Low,1392607.39,41778.2217,European,Female
IND19003,58554.32,515201.95,104607.32,2384.22,124971.74,421982.51,9798.31,7/22/2007,7/21/1918,Low,622193.49,18665.8047,European,Female
IND86759,91046.88,250848.93,3239548.7,6019.99,130580.79,119219.84,12859.43,11/19/2019,3/23/1906,Low,3496417.62,104892.5286,Australian,Male
IND56173,219372.75,485075.76,161227.97,4300.89,62392.04,305732.31,35610.17,12/7/2003,3/5/1922,Mid,650604.62,19518.1386,European,Female
IND61687,191378.08,147381.41,1518097.95,2632,305050.62,110525.59,37696,4/23/2010,10/19/1915,Mid,1668111.36,50043.3408,European,Female
IND57908,388597.51,54532.35,97138.46,165.71,554874.62,366155.89,6814.3,1/27/1996,1/13/1930,High,151836.52,4555.0956,American,Female
IND69220,59086.95,147801.67,602321.37,3666.49,84832.56,173975.56,32684.93,9/20/2008,5/21/1917,Low,753789.53,22613.6859,European,Female
IND95487,239451.31,315742.19,119820.52,5343.05,410835.51,625393.63,31017.25,10/5/2021,5/6/1904,Mid,440905.76,13227.1728,African,Female
IND92968,204807.93,193234.53,73909.49,476.23,99406.76,90496.35,237.54,8/24/2002,6/18/1923,Mid,267620.25,8028.6075,European,Male
IND62985,47010.63,125581.26,332350.89,2648.16,206962.05,142279.57,4849.04,2/7/1995,1/2/1931,Low,460580.31,13817.4093,American,Male
IND41456,152255.71,969610.8,217762.99,4670.92,88599.36,319395.23,36672.94,5/11/2008,9/30/1917,Mid,1192044.71,35761.3413,Australian,Female
IND63334,66677.53,190207.1,231391.41,1977.63,30442.23,13227.82,17063.02,7/5/2015,8/7/1910,Low,423576.14,12707.2842,European,Male
IND32903,289812.51,1395286.34,2497229.47,3708.1,71442.26,102448.67,38398.58,8/2/2015,7/10/1910,Mid,3896223.91,116886.7173,American,Male
IND34986,91074.65,144419.03,352461.48,223.23,115654.12,68462.33,17757.27,8/3/2010,7/9/1915,Low,497103.74,14913.1122,Australian,Male
IND72265,260992.4,1088127.44,1369298.24,1523.63,384211.66,594996.47,12709.74,3/2/2021,12/9/1904,Mid,2458949.31,73768.4793,Asian,Male
IND64873,101348.59,829953.88,1185653.99,1746.07,479606.75,177379.45,10739.76,10/13/2004,4/28/1921,Mid,2017353.94,60520.6182,Australian,Male
IND30612,241800.88,831276.62,247662.34,3988.02,207337.1,520441.31,49273.21,3/2/1996,12/9/1929,Mid,1082926.98,32487.8094,European,Female
IND56739,180547.3,1009198.5,1423978.24,5657.7,436215,515931.48,70131.47,10/12/2011,4/30/1914,Mid,2438834.44,73165.0332,European,Female
IND71679,229404.53,560607.18,544885.67,3539,220432.81,423662.37,56178.18,8/13/2007,6/29/1918,Mid,1109031.85,33270.9555,Asian,Female
IND69386,103516.88,565582.1,1085697.49,3975.4,239268.68,261825.99,7547.8,11/16/2021,3/25/1904,Mid,1655254.99,49657.6497,Australian,Female
IND30675,336905.38,497745.43,987783.68,4641.45,405935.6,976807.57,45941.12,9/27/2007,5/15/1918,High,1490170.56,44705.1168,European,Male
IND37613,233819.66,731121.81,885551.67,2663.02,132520.83,746596.22,47869.11,9/7/2001,6/3/1924,Mid,1619336.5,48580.095,European,Male
IND32828,378564.61,200107.84,486694.04,4397.59,251708.18,230257.84,32996.78,3/19/2020,11/22/1905,High,691199.47,20735.9841,European,Female
IND59220,129932.3,203371.21,895163.19,1862.34,332664.94,290421.77,12841.38,4/21/2010,10/21/1915,Mid,1100396.74,33011.9022,Australian,Female
IND25922,179621.37,1102866.68,380333.6,2288.22,333665.19,1339187.6,85116.85,8/14/2020,6/27/1905,Mid,1485488.5,44564.655,Australian,Female
IND92034,186049.5,564259.61,1376262.58,1723.03,617937.23,442345.35,46491.41,5/20/2012,9/21/1913,Mid,1942245.22,58267.3566,Asian,Male
IND33307,157446.17,952380.13,1424000.42,2976.01,181984.97,218965.88,32186.93,4/6/2004,11/4/1921,Mid,2379356.56,71380.6968,American,Female
IND25691,29254.29,197442.12,546877.16,2105.88,44346.32,243383.22,4735.06,11/13/2019,3/29/1906,Low,746425.16,22392.7548,Asian,Male
IND69736,83536.49,772947.34,1068648.75,4100.08,21852.19,54040.59,2728.44,4/12/2018,10/30/1907,Low,1845696.17,55370.8851,Asian,Male
IND65318,90262.4,855070.43,1012139.67,4101.39,97707.86,344325.19,32741.41,10/30/2021,4/11/1904,Low,1871311.49,56139.3447,Australian,Female
IND83499,281572.34,330029.04,555179.13,4426.46,119291.83,161205.17,43290.27,10/16/2020,4/25/1905,Mid,889634.63,26689.0389,Asian,Female
IND74300,193275.84,896307.83,1300112.21,259.08,197728.59,1007839.88,11436.1,3/15/2021,11/26/1904,Mid,2196679.12,65900.3736,European,Female
IND47852,117097.79,215669.26,675333.13,6376.73,808626.02,497848.11,87289.25,5/14/2008,9/27/1917,Mid,897379.12,26921.3736,Asian,Male
IND43367,76167.5,319085.73,37350.43,833.7,60222.04,225527.88,15206.28,10/22/2006,4/20/1919,Low,357269.86,10718.0958,Asian,Male
IND84211,162867.01,723809.55,1398446.9,3281.24,330016.05,598243.38,36589.36,8/20/2009,6/21/1916,Mid,2125537.69,63766.1307,European,Male
IND27091,245119.06,1314967.14,561213.52,7978.71,96147.83,814155.01,62122.76,2/27/2020,12/13/1905,Mid,1884159.37,56524.7811,Asian,Male
IND84197,52308.75,187186.01,595957.14,2216.15,337824.38,218420.93,5606.34,7/11/2012,7/31/1913,Low,785359.3,23560.779,Australian,Female
IND97134,99791.1,199697.53,547709.61,39.83,314274.49,125847.08,21994.07,6/2/2007,9/9/1918,Low,747446.97,22423.4091,Asian,Male
IND68544,50314.34,492920.12,165070.93,2119.3,146313.37,277270.23,1658.62,9/19/2002,5/23/1923,Low,660110.35,19803.3105,Asian,Male
IND96321,69314.13,60762,626884.75,1201.82,67482.96,73323.08,21247.2,9/11/2013,5/30/1912,Low,688848.57,20665.4571,European,Male
IND94055,162947.68,376735.22,387317.65,4364.04,214795.53,227813.44,15691.36,10/4/2015,5/8/1910,Mid,768416.91,23052.5073,American,Male
IND48964,67440.8,615934.86,1408194.5,2273.09,41854.88,252284.34,57869.51,1/12/2019,1/28/1907,Low,2026402.45,60792.0735,European,Female
IND28345,62701.19,960388.88,683254.29,3281.8,40940.79,259941.5,18050.51,10/13/2021,4/28/1904,Low,1646924.97,49407.7491,European,Female
IND93272,75789.87,246724.5,204233.7,1435.8,31808.38,93979.31,5832.15,12/5/2002,3/7/1923,Low,452394,13571.82,European,Male
IND58727,59484.36,472831.99,694019.66,1970.24,152281.49,190801.87,5647.64,8/3/2012,7/8/1913,Low,1168821.89,35064.6567,Australian,Male
IND47871,169625.7,402941.34,1280380.95,591.14,98597.92,118414.17,40417.54,2/7/2005,1/1/1921,Mid,1683913.43,50517.4029,European,Female
IND24899,278807.46,710283.7,1869038.36,5841.83,108429.06,679832.97,29701.54,5/10/2002,10/2/1923,Mid,2585163.89,77554.9167,Asian,Female
IND58197,178150.43,1312815.7,1051827.29,4455.69,489958.92,351969.01,6293.65,9/6/1995,6/5/1930,Mid,2369098.68,71072.9604,Asian,Male
IND59695,64608.77,247860.03,545795.85,98.92,55760.16,159314.73,2259.42,2/4/2004,1/5/1922,Low,793754.8,23812.644,Asian,Male
IND29786,62206.71,377944.04,933248.97,3899.26,53066.86,160956.47,24941,10/20/2018,4/22/1907,Low,1315092.27,39452.7681,European,Male
IND59107,165861.45,576418.68,976361.85,7941.24,31254.96,98840.46,59764.23,6/22/2003,8/20/1922,Mid,1560721.77,46821.6531,European,Female
IND37582,387478.11,1834708.88,2160449.29,1266.27,476431.94,889506.08,43328.29,3/16/2009,11/25/1916,High,3996424.44,119892.7332,Australian,Female
IND72283,74128.42,938480.14,2039989.08,978.58,126486.81,500937.85,18449.09,9/20/2001,5/21/1924,Low,2979447.8,89383.434,Australian,Female
IND74203,115567.05,382479.92,656394.17,382.54,114181.91,102328.82,32411.02,2/21/2000,12/19/1925,Mid,1039256.63,31177.6989,Asian,Male
IND50994,183064.32,444775.06,702795.98,4452.62,249666.36,558633.85,14892.77,12/17/2006,2/23/1919,Mid,1152023.66,34560.7098,American,Male
IND58185,154619.52,261803.18,471143.87,1647.37,409599.98,442176.67,1422.12,1/26/1999,1/14/1927,Mid,734594.42,22037.8326,European,Male
IND43545,61730.31,76568.42,469157.54,88.94,86011.37,96406.51,14609.6,8/27/2010,6/15/1915,Low,545814.9,16374.447,African,Male
IND83063,290003.44,991961.8,707174.79,10487.88,253157.25,102466.05,80231.23,4/14/2017,10/27/1908,Mid,1709624.47,51288.7341,Asian,Male
IND15980,67416.15,678840.16,1007983.78,1533.53,8308.2,17308.75,15609.59,7/10/2020,8/1/1905,Low,1688357.47,50650.7241,European,Female
IND35484,208955.64,76186.92,635260.67,3146.46,72812,79606.31,24815.26,3/13/2008,11/28/1917,Mid,714594.05,21437.8215,European,Male
IND79472,94710.69,239733.22,37326.77,1761.65,119813.3,36979.41,17073.51,8/22/2021,6/19/1904,Low,278821.64,8364.6492,American,Male
IND93672,78349.89,491588.57,1369457.15,3864.78,551194.09,319194.31,20123.42,5/14/1995,9/28/1930,Low,1864910.5,55947.315,Asian,Female
IND88113,114059.46,208829.09,408184.44,1040.38,151405.86,355962.25,11721.84,5/3/2020,10/8/1905,Mid,618053.91,18541.6173,European,Female
IND53799,261751.35,420312.38,1508099.9,6208.93,486780.64,211814.3,36439.14,10/11/2020,4/30/1905,Mid,1934621.21,58038.6363,American,Male
IND41887,318685.72,1461717.64,1976946.38,2041.54,369795.91,1333091.43,22899.58,9/6/1999,6/5/1926,High,3440705.56,103221.1668,American,Male
IND88761,284371.28,1183883.67,1020760.47,521.63,884436.82,410547.59,25317.27,10/2/2020,5/9/1905,Mid,2205165.77,66154.9731,American,Male
IND40435,73123.68,410214,1362170.4,1900.8,194351.23,393955.2,52225.2,6/23/1999,8/19/1926,Low,1774285.2,53228.556,Asian,Male
IND56106,59404.8,318361.73,646976,1468.42,46306.06,55397.82,36629.61,12/14/2020,2/25/1905,Low,966806.15,29004.1845,Asian,Female
IND41735,324937.61,1019102.41,697861.4,9517.18,307756.64,566663.03,31089.03,11/13/2013,3/28/1912,High,1726480.99,51794.4297,Asian,Male
IND90777,220770.81,493159.95,721725.68,624.07,127706.47,89305.22,16505.19,11/19/2000,3/22/1925,Mid,1215509.7,36465.291,African,Female
IND51577,57704.98,212865.53,743988.42,2714.93,118656.01,61268.16,41543.88,7/5/2002,8/7/1923,Low,959568.88,28787.0664,Asian,Male
IND80436,132696.47,1769470.87,1865191.99,7039.93,427861.53,286880.34,77109.82,1/24/2019,1/16/1907,Mid,3641702.79,109251.0837,European,Female
IND79704,183957.47,988246.19,870542.46,7809.43,1371926.94,746050.8,49113.09,9/21/2012,5/20/1913,Mid,1866598.08,55997.9424,Asian,Female
IND15664,233672.19,89810.62,1081803.67,1655.72,45953.68,34367.07,40962.64,3/22/2016,11/19/1909,Mid,1173270.01,35198.1003,European,Female
IND94938,77013.08,379049.09,1836147.65,6162.84,317308.58,135092.56,50942.88,8/3/2009,7/8/1916,Low,2221359.58,66640.7874,Asian,Male
IND80870,152911.47,464468.18,194960.03,1988.76,194575.74,267764.79,30299.71,5/11/2009,9/30/1916,Mid,661416.97,19842.5091,Asian,Male
IND58524,295561.36,896415.94,2095276.49,2434.13,127208.93,64215.55,21884.22,1/22/2014,1/18/1912,Mid,2994126.56,89823.7968,African,Male
IND73247,314447.35,408232.6,1402707.35,1057.01,328068.47,242637.5,11827.04,1/22/2019,1/18/1907,High,1811996.96,54359.9088,Asian,Male
IND49380,126478.24,507764.48,742988.35,783.23,24976.14,78322.38,16172.72,9/20/2006,5/22/1919,Mid,1251536.06,37546.0818,American,Female
IND32752,92351.2,145044.2,197343.52,1451.26,30342.4,181148.64,10290.77,11/16/1995,3/26/1930,Low,343838.98,10315.1694,European,Female
IND79491,101642.35,1462139.08,1735043.71,4995.39,39493.32,85325.08,33064.23,4/19/2018,10/23/1907,Mid,3202178.18,96065.3454,African,Male
IND52559,58759.68,242465.6,370033.56,4877.08,29912.91,72300.32,16725.28,10/26/2013,4/15/1912,Low,617376.24,18521.2872,American,Male
IND94127,146332.45,347272.54,113414.31,2300.98,78678.68,196696.7,9903.52,11/3/2014,4/8/1911,Mid,462987.83,13889.6349,American,Female
IND59774,168353.24,56408.96,481601.55,2353.21,365131.26,256532.5,44666.04,2/27/2013,12/12/1912,Mid,540363.72,16210.9116,American,Female
IND61218,256284.54,566088.43,132050.81,380.49,83853.75,142560.73,9275.95,5/4/2012,10/7/1913,Mid,698519.73,20955.5919,Asian,Male
IND28314,78234.39,667560.06,1225713.27,6008.08,31293.06,226281.39,53119.25,3/9/2010,12/3/1915,Low,1899281.41,56978.4423,Asian,Male
IND76099,384857.81,509149.8,605579.76,2567.16,621310.03,241690.02,22823.64,2/5/2015,1/4/1911,High,1117296.72,33518.9016,Asian,Female
IND58197,130428.61,817000.87,1164804.77,2763.07,182791.79,584554.56,27933.48,6/27/1996,8/14/1929,Mid,1984568.71,59537.0613,American,Female
IND79892,37133.18,392384.53,473708.77,3382.97,202689.8,110222.26,45,7/23/2007,7/20/1918,Low,869476.27,26084.2881,American,Male
IND39781,53516.56,383121.98,1683676.81,4382.56,97608.22,105057.77,39663.35,6/1/2004,9/9/1921,Low,2071181.35,62135.4405,European,Female
IND35995,203494.93,792427.96,541524.93,4085.55,101356.64,156861.47,11971.48,8/4/2017,7/7/1908,Mid,1338038.44,40141.1532,European,Male
IND42566,168569.04,1035797.46,1113701.26,8236.71,732957.46,821541.01,65832.49,12/4/2012,3/7/1913,Mid,2157735.43,64732.0629,European,Male
IND31753,110879.81,110950.57,387562.57,425.06,47751.61,161039.16,5280.94,8/23/2002,6/19/1923,Mid,498938.2,14968.146,Asian,Female
IND53894,212959.33,184616.78,1100196.29,1905.32,14381.68,24347.75,23849.46,2/21/2002,12/19/1923,Mid,1286718.39,38601.5517,Australian,Male
IND56621,91782.11,1039245.97,1324137.61,2110.53,144510.13,267931.47,29932,4/27/2000,10/14/1925,Low,2365494.11,70964.8233,American,Female
IND76021,130687.16,35952.58,392791.7,1414.06,26353.13,34659.45,23962.61,3/14/2007,11/28/1918,Mid,430158.34,12904.7502,African,Female
IND17070,75941.86,240025.01,876989.18,977.61,51554.85,97273.31,7604.25,12/14/2007,2/26/1918,Low,1117991.8,33539.754,Australian,Female
IND37670,112975.62,687264.12,958301.16,299.28,69584.31,392024.27,22436.51,4/29/2001,10/12/1924,Mid,1645864.56,49375.9368,African,Female
IND45617,311415.86,326966.56,1154196.74,1169.71,237592.47,496988.29,67812.51,12/4/2018,3/8/1907,High,1482333.01,44469.9903,Asian,Female
IND47563,514809.57,153204.28,1376704.03,2492.86,190667.97,530487.5,69240.27,2/1/2019,1/8/1907,High,1532401.17,45972.0351,European,Female
IND46352,78509.67,465384.12,713829.92,3239.24,145106.87,287293.71,21362.94,9/9/2020,6/1/1905,Low,1182453.28,35473.5984,Asian,Male
IND52499,313302.52,1012987.16,1957630.42,4679.33,397786.63,492884.31,44550.53,1/29/2008,1/11/1918,High,2975296.91,89258.9073,Australian,Female
